javanese,indonesian
Simbahe mesthi ngandhani supaya aja lali maca sholawat. Kuwi kanggo nambah rasa tresna marang Nabi Muhammad.,Kakek selalu berpesan supaya jangan lupa membaca sholawat. Itu untuk menambah rasa cinta kepada Nabi Muhammad.
"Saderengipun miwiti sinau, sumangga sesarengan ngucap basmalah. Mugi ilmu ingkang dipun pikantuk saged manfaat.","Sebelum memulai belajar, mari bersama-sama mengucapkan basmalah. Semoga ilmu yang didapatkan bisa bermanfaat."
"Sesuk arep ana kerja bakti resik-resik masjid. Aja lali melu ya, supaya masjid katon resik lan nyaman.","Besok akan ada kerja bakti membersihkan masjid. Jangan lupa ikut ya, supaya masjid terlihat bersih dan nyaman."
"Panjenengan kedah ngatos-atos anggenipun nglampahi gesang, supados mboten damel kuciwa tiyang sepuh. Bekti marang wong tuwa kuwi wajib hukumnya.","Anda harus berhati-hati dalam menjalani hidup, supaya tidak membuat kecewa orang tua. Berbakti kepada orang tua itu wajib hukumnya."
"Dhik kae aku ketemu kanca lawas ing mall. Saiki wis dadi wong gedhe lan sukses, nanging tetep andhap asor lan ora sombong.","Kemarin saya bertemu teman lama di mall. Sekarang sudah menjadi orang dewasa dan sukses, tetapi tetap rendah hati dan tidak sombong."
"Sumangga dipun suguhaken dhaharanipun, mugi-mugi cocog kaliyan selera panjenengan. Dipun raosaken nggih.","Silakan disuguhkan makanannya, semoga cocok dengan selera anda. Dicicipi ya."
Bapak ngakon aku ngati-ati yen numpak motor. Aja nganti kacilakan lan aja nganti nabrak wong liya.,Ayah menyuruh saya berhati-hati kalau naik motor. Jangan sampai kecelakaan dan jangan sampai menabrak orang lain.
"Menawi panjenengan kersa ngunjuk kopi, kula badhe ndamelaken. Punika kopi asli saking daerah pegunungan.","Jika anda ingin minum kopi, saya akan membuatkan. Ini kopi asli dari daerah pegunungan."
Aku pengen bisa lunga menyang Mekah lan Madinah. Arep ngibadah kanthi khusyuk lan nyuwun pangapura marang Gusti Allah.,Saya ingin bisa pergi ke Mekah dan Madinah. Mau beribadah dengan khusyuk dan meminta ampunan kepada Tuhan Allah.
"Kula ngaturaken sugeng dalu, mugi panjenengan tansah pinaringan karahayon lan katentreman ingkang langgeng.","Saya mengucapkan selamat malam, semoga anda selalu diberikan keselamatan dan ketentraman yang langgeng."
Simbahe mesthi ngandhani supaya aja lali ngibadah. Amarga ibadah kuwi minangka bukti syukur marang Gusti Allah.,Kakek selalu berpesan supaya jangan lupa beribadah. Karena ibadah itu merupakan bukti syukur kepada Tuhan Allah.
"Saderengipun miwiti makarya, sumangga sesarengan ngucap bismillah. Mugi sedaya pikantuk berkah saking Gusti Ingkang Maha Kuasa.","Sebelum memulai bekerja, mari bersama-sama mengucapkan bismillah. Semoga semua mendapat berkah dari Tuhan Yang Maha Kuasa."
"Aja lali mateni lampu yen arep turu, supaya ora boros listrik.","Jangan lupa mematikan lampu jika akan tidur, supaya tidak boros listrik."
"Kula badhe nyuwun pirsa, menapa leres bilih benjing wonten pelatihan komputer gratis ing balai desa?","Saya mau bertanya, apakah benar bahwa besok ada pelatihan komputer gratis di balai desa?"
"Nek wis gedhe, aja lali marang wong tuwa sing wis ngopeni saka cilik.","Kalau sudah besar, jangan lupakan orang tua yang sudah merawat dari kecil."
Mugi-mugi sedaya cita-cita lan pangajab panjenengan saged kaleksanan kanthi lancar.,Semoga semua cita-cita dan harapan anda dapat terlaksana dengan lancar.
"Aku pengen lunga menyang gunung Bromo, nanging durung ana wektu sing pas.","Saya ingin pergi ke gunung Bromo, tetapi belum ada waktu yang tepat."
Panjenengan kedah sabar lan tabah ngadhepi pacoban urip. Gusti Allah mboten sare.,Anda harus sabar dan tabah menghadapi cobaan hidup. Tuhan Allah tidak tidur.
"Wingi aku weruh kancaku nang pasar, saiki wis dadi pengusaha sukses.","Kemarin saya melihat temanku di pasar, sekarang sudah menjadi pengusaha sukses."
"Sumangga dipun raosaken masakanipun, mugi-mugi cocok kaliyan selera panjenengan sedaya.","Silakan dicicipi masakannya, semoga cocok dengan selera anda semua."
"Nek lungo adoh ojo lali pamit wong tuwo, ben selamet nang dalan.","Kalau pergi jauh jangan lupa pamit orang tua, biar selamat di jalan."
"Aja lali sholat, ngaji, lan ngabekti marang wong tuwa, iku kabeh kanggo sangu uripmu.","Jangan lupa sholat, mengaji, dan berbakti kepada orang tua, itu semua untuk bekal hidupmu."
"Kula ngaturaken sugeng riyadi Idul Adha, mugi sedaya amal ibadah panjenengan dipun tampi.","Saya mengucapkan selamat hari raya Idul Adha, semoga semua amal ibadah anda diterima."
"Menawi sampun rampung anggenipun maem, monggo dipun resiki sesarengan supados resik.","Jika sudah selesai makannya, mari dibersihkan bersama-sama supaya bersih."
"Sesuk aku arep melu lomba bal-balan antar sekolah, kudu latihan sing sregep.","Besok saya akan ikut lomba sepak bola antar sekolah, harus latihan yang rajin."
"Panjenengan kedah ngatos-atos anggenipun ngginakaken arta, supados mboten boros lan kecalan.","Anda harus berhati-hati dalam menggunakan uang, supaya tidak boros dan kehabisan."
"Aku seneng banget karo kowe, mugo-mugo wae kowe yo ngono.","Saya suka banget sama kamu, semoga saja kamu juga begitu."
"Sumangga dipun raosaken unjukanipun, mugi-mugi saged ngicali ngelak lan nambahi semangat.","Silakan dicicipi minumannya, semoga bisa menghilangkan dahaga dan menambah semangat."
"Nek udan ojo lali nganggo payung utowo jas udan, ben ora masuk angin.","Kalau hujan jangan lupa memakai payung atau jas hujan, biar tidak masuk angin."
"Aja lali ngewangi wong liyo sing kesusahan, kuwi nuduhake yen kowe kuwi apik atine.","Jangan lupa membantu orang lain yang kesusahan, itu menunjukkan kalau kamu itu baik hatinya."
"Kula nyuwun pamit, badhe tindak dhateng dalemipun simbah, nyuwun restu lan berkahipun.","Saya mohon pamit, mau pergi ke rumahnya kakek, meminta restu dan berkahnya."
"Menawi sampun rampung anggenipun sinau, monggo dipun tata malih buku-bukunipun supados rapi.","Jika sudah selesai belajarnya, mari ditata kembali buku-bukunya supaya rapi."
"Sesuk aku arep lunga nang Yogyakarta karo kanca-kanca, arep refreshing sawise ujian.","Besok saya akan pergi ke Yogyakarta dengan teman-teman, mau refreshing setelah ujian."
"Panjenengan kedah ngatos-atos anggenipun nyopir mobil, supados mboten terjadi kecelakaan.","Anda harus berhati-hati dalam mengemudi mobil, supaya tidak terjadi kecelakaan."
"Aku pengen banget iso ketemu karo idolaku, nanging yo mung iso ndelok saka TV.","Saya ingin banget bisa bertemu dengan idolaku, tetapi ya hanya bisa melihat dari TV."
"Sumangga dipun raosaken dhaharanipun, mugi-mugi saged ndadosaken sehat lan kuwat.","Silakan dicicipi makanannya, semoga bisa membuat sehat dan kuat."
"Nek nganggur ojo lali ngibadah, kuwi luwih becik timbang ngalamun ora karuan.","Kalau menganggur jangan lupa beribadah, itu lebih baik daripada melamun tidak karuan."
"Aja lali nglestarike budoyo Jowo, kuwi warisan saka para leluhur sing kudu dijaga.","Jangan lupa melestarikan budaya Jawa, itu warisan dari para leluhur yang harus dijaga."
"Kula ngaturaken sugeng enjing, mugi dinten punika kebak berkah lan rahmat saking Gusti.","Saya mengucapkan selamat pagi, semoga hari ini penuh berkah dan rahmat dari Tuhan."
"Menawi sampun rampung anggenipun nyambut damel, monggo dipun istirahataken supados seger.","Jika sudah selesai bekerjanya, mari diistirahatkan supaya segar."
"Sesuk aku arep lunga nang Solo karo mbahku, arep ziarah nang makam leluhur.","Besok saya akan pergi ke Solo dengan kakek, mau ziarah ke makam leluhur."
"Panjenengan kedah ngatos-atos anggenipun nglampahi urip, supados mboten salah dalan.","Anda harus berhati-hati dalam menjalani hidup, supaya tidak salah jalan."
"Aku seneng banget karo keluargaku, mugo-mugo wae keluargaku tansah bahagia.","Saya senang banget dengan keluargaku, semoga saja keluargaku selalu bahagia."
"Sumangga dipun raosaken masakanipun, mugi-mugi cocok kaliyan lidah panjenengan sedaya.","Silakan dicicipi masakannya, semoga cocok dengan lidah anda semua."
"Nek lungo ojo lali gawa sangu, ben ora kaliren nang dalan.","Kalau pergi jangan lupa bawa bekal, biar tidak kelaparan di jalan."
"Aja lali moco donga sakdurunge mangan, ben panganane dadi berkah lan sehat.","Jangan lupa membaca doa sebelum makan, biar makanannya jadi berkah dan sehat."
"Kula nyuwun pamit, badhe tumut ngaturi sugeng dhateng mantenanipun rencang kula.","Saya mohon pamit, mau ikut mengucapkan selamat kepada pernikahannya teman saya."
"Menawi sampun rampung, monggo dipun kempalaken malih pirantosipun supados gampil anggenipun ngresiki.","Jika sudah selesai, mari dikumpulkan kembali peralatannya supaya mudah membersihkannya."
"Sesuk aku arep lunga nang Malang karo keluargaku, arep dolan nang Selecta.","Besok saya akan pergi ke Malang dengan keluargaku, mau bermain ke Selecta."
"Panjenengan kedah ngatos-atos anggenipun nglampahi bisnis, supados mboten rugi lan kebangkrutan.","Anda harus berhati-hati dalam menjalani bisnis, supaya tidak rugi dan kebangkrutan."
"Aku pengen banget iso lunga menyang Korea, nanging yo durung ono rejeki.","Saya ingin banget bisa pergi ke Korea, tetapi ya belum ada rejeki."
"Sumangga dipun raosaken unjukanipun, mugi-mugi saged nambahi semangat lan kakuatan.","Silakan dicicipi minumannya, semoga bisa menambah semangat dan kekuatan."
"Nek kerja ojo lali istirahat, ben ora kesel lan tetep produktif.","Kalau bekerja jangan lupa istirahat, biar tidak capek dan tetap produktif."
"Aja lali ngopeni kewan ingon-ingon, kuwi yo makhluk ciptaane Gusti Allah.","Jangan lupa merawat hewan peliharaan, itu juga makhluk ciptaan Tuhan Allah."
"Kula ngaturaken sugeng dalu, mugi panjenengan sare kanthi angler lan ngimpi ingkang sae.","Saya mengucapkan selamat malam, semoga anda tidur dengan nyenyak dan bermimpi yang indah."
"Menawi sampun rampung anggenipun ndamel, monggo dipun resiki malih papanipun supados resik lan rapi.","Jika sudah selesai membuatnya, mari dibersihkan kembali tempatnya supaya bersih dan rapi."
"Sesuk aku arep lunga nang Surabaya karo kancaku, arep nyawang festival layang-layang.","Besok saya akan pergi ke Surabaya dengan temanku, mau melihat festival layang-layang."
"Panjenengan kedah ngatos-atos anggenipun milih kanca, supados mboten salah pergaulan.","Anda harus berhati-hati dalam memilih teman, supaya tidak salah pergaulan."
"Aku seneng banget karo kowe, mugo-mugo wae katresnan iki bakal langgeng sak lawase.","Saya senang banget sama kamu, semoga saja cinta ini akan langgeng selamanya."
"Sumangga dipun raosaken sadaya dhaharan lan unjukan ingkang sampun cumawis, mugi dados berkah.","Silakan dicicipi semua hidangan dan minuman yang sudah tersedia, semoga menjadi berkah."
Aja lali ngombe banyu putih sing akeh ben ora kekurangan cairan lan tetep sehat.,Jangan lupa minum air putih yang banyak biar tidak kekurangan cairan dan tetap sehat.
"Nek numpak motor ojo lali nganggo helm, nggo njaga keselamatan yen ono opo-opo.","Kalau naik motor jangan lupa memakai helm, untuk menjaga keselamatan jika ada apa-apa."
Aku arep nyang pasar tuku sayuran kanggo masak sore iki.,Saya mau ke pasar beli sayuran untuk masak sore ini.
Piye kabarmu saiki? Uwis suwe ora ketemu.,Bagaimana kabarmu sekarang? Sudah lama tidak bertemu.
Matur nuwun sanget sampun rawuh ing acara ulang taun kula.,Terima kasih banyak sudah datang di acara ulang tahun saya.
"Sesuk nek ora udan, arep dolan menyang pantai karo kanca-kanca.","Besok kalau tidak hujan, mau bermain ke pantai dengan teman-teman."
"Tulung resik-resik omah ya, aku arep lunga kerja saiki.","Tolong bersihkan rumah ya, saya mau berangkat kerja sekarang."
"Sugeng enjang, mugi-mugi dinten niki diparingi kelancaran.","Selamat pagi, semoga hari ini diberi kelancaran."
"Mangga dipun raosaken masakanipun, bilih wonten kirangipun nyuwun dipun ngapunten.","Silakan dicicipi masakannya, jika ada kekurangannya mohon dimaafkan."
Nek kepengin sukses kuwi kudu sregep lan ora oleh males.,Kalau ingin sukses itu harus rajin dan tidak boleh malas.
"Aku wingi weruh kucing ing dalan, banjur tak pakani.","Saya kemarin melihat kucing di jalan, lalu saya beri makan."
"Sugeng sonten, kepripun kabare panjenengan sak keluargo?","Selamat sore, bagaimana kabarnya anda sekeluarga?"
"Nuwun sewu, dalem badhe taken, margi dhateng stasiun punika lewat pundi?","Permisi, saya mau bertanya, jalan ke stasiun itu lewat mana?"
"Menawi sampun rampung, monggo sami dipun resiki supados langkung sae.","Jika sudah selesai, mari sama-sama dibersihkan supaya lebih baik."
"Kula kesah rumiyin, amargi wonten perlu ingkang kedah dipun tindakaken.","Saya pergi dulu, karena ada keperluan yang harus dilaksanakan."
"Nek arep tuku buku, nang toko buku wae, ojo nang pinggir ndalan.","Kalau mau beli buku, ke toko buku saja, jangan di pinggir jalan."
"Aja lali ngombe jamu ben seger, iku warisan saka mbah buyut.","Jangan lupa minum jamu biar segar, itu warisan dari kakek buyut."
"Kulo ajeng matur dateng Bapak, bilih kawontenanipun griya sampun sae.","Saya ingin memberitahu kepada Bapak, bahwa keadaan rumah sudah baik."
"Nek arep nang omahku, gampang kok, lurus terus banjur belok kiri.","Kalau mau ke rumahku, gampang kok, lurus terus kemudian belok kiri."
"Menawi wonten wekdal, kersaa mampir dhateng gubuk kula, supados saged silaturahmi.","Jika ada waktu, sudilah mampir ke gubuk saya, supaya bisa bersilaturahmi."
"Nek awakmu pengen pinter, yo kudu sinau sing sregep lan aja nglokro.","Kalau kamu ingin pintar, ya harus belajar yang rajin dan jangan putus asa."
"Kula ajeng ngaturaken sugeng ambal warsa dateng panjenengan, mugi tansah pinaringan berkah.","Saya ingin mengucapkan selamat ulang tahun kepada anda, semoga selalu diberikan berkah."
"Sakniki jaman wis maju, kudu iso ngikuti perkembangan teknologi.","Sekarang zaman sudah maju, harus bisa mengikuti perkembangan teknologi."
"Nek arep mangan sego kucing, ojo lali njaluk sambel karo gereh.","Kalau mau makan nasi kucing, jangan lupa minta sambal dan ikan asin."
"Menawi sampun rampung, sumangga dipun tata malih saengga katingal sae.","Jika sudah selesai, silakan ditata kembali sehingga terlihat bagus."
"Kula nyuwun pamit rumiyin, amargi wonten urusan ingkang kedah dipun rampungaken.","Saya mohon pamit dulu, karena ada urusan yang harus diselesaikan."
"Nek awakmu ora sregep nyambut gawe, yo ora bakal iso sugih.","Kalau kamu tidak rajin bekerja, ya tidak akan bisa kaya."
"Panganan iki pancen enak, nanging ojo kakehan mengko wetenge lara.","Makanan ini memang enak, tapi jangan kebanyakan nanti perutnya sakit."
"Nuwun sewu, menawi badhe tindak dhateng kraton, punika numpak bis nomer pinten?","Permisi, kalau mau pergi ke keraton, ini naik bis nomor berapa?"
"Menawi sampun siap, sumangga dipun wiwiti sakmenika kemawon.","Jika sudah siap, silakan dimulai sekarang saja."
"Nek kowe dolan nang Yogyakarta, ojo lali mampir nang Malioboro.","Kalau kamu bermain ke Yogyakarta, jangan lupa mampir ke Malioboro."
"Kula ngaturaken agunging panuwun, amargi sampun kersa nampi kula wonten ing ndalem punika.","Saya mengucapkan banyak terima kasih, karena sudah bersedia menerima saya di dalam rumah ini."
"Yen udan deres ojo metu omah, mengko lara.","Kalau hujan deras jangan keluar rumah, nanti sakit."
Tulung sampun kesupen siram tetuwuhan ingkang wonten ing ngajeng griya nggih.,Tolong jangan lupa menyiram tanaman yang ada di depan rumah ya.
"Yen lagi susah, ojo lali ngadu marang Gusti Allah, supaya atimu tenang.","Kalau lagi susah, jangan lupa mengadu kepada Tuhan Allah, supaya hatimu tenang."
"Kula kepengin dados tiyang ingkang sukses, supados saged mbahagiakaken tiyang sepuh.","Saya ingin menjadi orang yang sukses, supaya bisa membahagiakan orang tua."
"Nek mangkat sekolah kudu isuk, ben ora keri lan bisa sinau kanthi tenang.","Kalau berangkat sekolah harus pagi, biar tidak terlambat dan bisa belajar dengan tenang."
"Mugi-mugi panjenengan tansah diparingi kesehatan, katentreman, lan rejeki ingkang lancar.","Semoga anda selalu diberikan kesehatan, ketentraman, dan rejeki yang lancar."
"Aja lali marang wong tuwa, amarga wong tuwa kuwi segalane.","Jangan lupa kepada orang tua, karena orang tua itu segalanya."
"Menawi numpak motor, kedah ngagem helm supados selamet ing margi.","Kalau naik motor, harus memakai helm supaya selamat di jalan."
"Mekaten atur kula, bilih wonten kalepatan, kula nyuwun agunging pangaksami.","Demikian kata saya, jika ada kesalahan, saya mohon maaf yang sebesar-besarnya."
"Saiki kudu ati-ati yen arep metu omah, akeh wong jahat.","Sekarang harus hati-hati kalau mau keluar rumah, banyak orang jahat."
"Tuku klambi anyar, regane larang, nanging apik banget.","Beli baju baru, harganya mahal, tapi bagus sekali."
"Mekaten rumiyin ingkang saged kula aturaken, mbok bilih wonten klenta-klentunipun, kula nyuwun agunging samodra pangaksami.","Demikian yang dapat saya sampaikan, apabila ada kekurangannya, saya mohon maaf yang sebesar-besarnya."
"Senajan urip iku abot, nanging kudu tetep disyukuri lan dilakoni.","Meskipun hidup itu berat, tapi harus tetap disyukuri dan dijalani."
"Tulung resiki omah, ben katon resik lan nyaman didelok.","Tolong bersihkan rumah, biar terlihat bersih dan nyaman dilihat."
"Menawi tindak-tanduk kula kirang sekeco, kula nyuwun pangapunten ingkang kathah.","Apabila tingkah laku saya kurang berkenan, saya mohon maaf yang sebesar-besarnya."
"Nek ono masalah, ojo dipendem dewe, luwih becik dicritakake marang wong sing dipercoyo.","Kalau ada masalah, jangan dipendam sendiri, lebih baik diceritakan kepada orang yang dipercaya."
Mugi-mugi sedoyo ingkang kula aturaken saged migunani tumrap panjenengan sedoyo.,Semoga semua yang saya sampaikan dapat berguna bagi anda semua.
"Saiki wayahe ngaso, mari ngombe kopi lan nyemil roti ben semangat maneh.","Sekarang waktunya istirahat, mari minum kopi dan ngemil roti biar semangat lagi."
